province,province_code,district,district_code,ward,ward_code,address,long,lat
Đắk Nông,67,Cư Jút,662,Tâm Thắng,24655,"Đắk Nông,Cư Jút,Tâm Thắng",107.91160245686399,12.611441186384099
Đắk Nông,67,Cư Jút,662,Trúc Sơn,24661,"Đắk Nông,Cư Jút,Trúc Sơn",107.850689556019,12.5794007481951
Đắk Nông,67,Cư Jút,662,TT. Ea T'Ling,24640,"Đắk Nông,Cư Jút,TT. Ea T'Ling",107.887152393202,12.5844331244347
Đắk Nông,67,Đắk Glong,661,Đắk Ha,24622,"Đắk Nông,Đắk Glong,Đắk Ha",107.798597313265,12.045570564602098
Đắk Nông,67,Đắk Glong,661,Đắk Plao,24634,"Đắk Nông,Đắk Glong,Đắk Plao",107.861296025215,11.9518588560692
Đắk Nông,67,Đắk Glong,661,Đắk R'Măng,24625,"Đắk Nông,Đắk Glong,Đắk R'Măng",107.943175540415,12.015168786228198
Đắk Nông,67,Đắk Glong,661,Đắk Som,24637,"Đắk Nông,Đắk Glong,Đắk Som",107.992788491483,11.880686290441899
Đắk Nông,67,Đắk Glong,661,Quảng Hòa,24620,"Đắk Nông,Đắk Glong,Quảng Hòa",108.052414780403,12.1653802885958
Đắk Nông,67,Đắk Glong,661,Quảng Khê,24631,"Đắk Nông,Đắk Glong,Quảng Khê",107.799954703106,11.8995261536769
Đắk Nông,67,Đắk Glong,661,Quảng Sơn,24616,"Đắk Nông,Đắk Glong,Quảng Sơn",107.874200895352,12.1704263100035
Đắk Nông,67,Đắk Mil,663,Đắk Gằn,24673,"Đắk Nông,Đắk Mil,Đắk Gằn",107.80623094001801,12.541847151465001
Đắk Nông,67,Đắk Mil,663,Đắk Lao,24667,"Đắk Nông,Đắk Mil,Đắk Lao",107.620005365547,12.571057431356301
Đắk Nông,67,Đắk Mil,663,Đắk N'Drót,24677,"Đắk Nông,Đắk Mil,Đắk N'Drót",107.694325467558,12.5183612863926
Đắk Nông,67,Đắk Mil,663,Đắk R'La,24670,"Đắk Nông,Đắk Mil,Đắk R'La",107.735659372174,12.553785066840199
Đắk Nông,67,Đắk Mil,663,Đắk Sắk,24679,"Đắk Nông,Đắk Mil,Đắk Sắk",107.690170377207,12.4162898165696
Đắk Nông,67,Đắk Mil,663,Đức Mạnh,24676,"Đắk Nông,Đắk Mil,Đức Mạnh",107.670341041669,12.473908649188399
Đắk Nông,67,Đắk Mil,663,Đức Minh,24685,"Đắk Nông,Đắk Mil,Đức Minh",107.62280058957501,12.4045930870575
Đắk Nông,67,Đắk Mil,663,Long Sơn,24678,"Đắk Nông,Đắk Mil,Long Sơn",107.729330353978,12.447791584516999
Đắk Nông,67,Đắk Mil,663,Thuận An,24682,"Đắk Nông,Đắk Mil,Thuận An",107.57586594092301,12.393241599486899
Đắk Nông,67,Đắk Mil,663,TT. Đắk Mil,24664,"Đắk Nông,Đắk Mil,TT. Đắk Mil",107.619054712558,12.4470977686244
Đắk Nông,67,Đắk RLấp,666,Đắk Ru,24763,"Đắk Nông,Đắk RLấp,Đắk Ru",107.426355882766,11.9047560516786
Đắk Nông,67,Đắk RLấp,666,Đắk Sin,24760,"Đắk Nông,Đắk RLấp,Đắk Sin",107.507532599282,11.8585011655336
Đắk Nông,67,Đắk RLấp,666,Đắk Wer,24750,"Đắk Nông,Đắk RLấp,Đắk Wer",107.56197070573299,12.0045289029956
Đắk Nông,67,Đắk RLấp,666,Đạo Nghĩa,24757,"Đắk Nông,Đắk RLấp,Đạo Nghĩa",107.569352103474,11.8560400581656
Đắk Nông,67,Đắk RLấp,666,Hưng Bình,24761,"Đắk Nông,Đắk RLấp,Hưng Bình",107.441969302954,11.809059321779099
Đắk Nông,67,Đắk RLấp,666,Kiến Thành,24754,"Đắk Nông,Đắk RLấp,Kiến Thành",107.50416205523399,11.9868486042945
Đắk Nông,67,Đắk RLấp,666,Nghĩa Thắng,24756,"Đắk Nông,Đắk RLấp,Nghĩa Thắng",107.551511060484,11.913375001777
Đắk Nông,67,Đắk RLấp,666,Nhân Cơ,24751,"Đắk Nông,Đắk RLấp,Nhân Cơ",107.617174084161,11.9625479379242
Đắk Nông,67,Đắk RLấp,666,Nhân Đạo,24766,"Đắk Nông,Đắk RLấp,Nhân Đạo",107.60744060396,11.913593430368
Đắk Nông,67,Đắk RLấp,666,Quảng Tín,24745,"Đắk Nông,Đắk RLấp,Quảng Tín",107.448465962671,11.9555474983215
Đắk Nông,67,Đắk RLấp,666,TT. Kiến Đức,24733,"Đắk Nông,Đắk RLấp,TT. Kiến Đức",107.50332335913299,12.0019451751511
Đắk Nông,67,Đắk Song,665,Đắk Hòa,24719,"Đắk Nông,Đắk Song,Đắk Hòa",107.67911622253,12.3082812342068
Đắk Nông,67,Đắk Song,665,Đắk Môl,24718,"Đắk Nông,Đắk Song,Đắk Môl",107.699676358498,12.3431398037938
Đắk Nông,67,Đắk Song,665,Đắk N'Drung,24727,"Đắk Nông,Đắk Song,Đắk N'Drung",107.564417339849,12.2035553400136
Đắk Nông,67,Đắk Song,665,Nam Bình,24721,"Đắk Nông,Đắk Song,Nam Bình",107.615898055917,12.281193866781699
Đắk Nông,67,Đắk Song,665,Nâm N'Jang,24728,"Đắk Nông,Đắk Song,Nâm N'Jang",107.66419376464899,12.1920563847211
Đắk Nông,67,Đắk Song,665,Thuận Hà,24722,"Đắk Nông,Đắk Song,Thuận Hà",107.506285714562,12.2622177202362
Đắk Nông,67,Đắk Song,665,Thuận Hạnh,24724,"Đắk Nông,Đắk Song,Thuận Hạnh",107.52846320659599,12.312026743305099
Đắk Nông,67,Đắk Song,665,Trường Xuân,24730,"Đắk Nông,Đắk Song,Trường Xuân",107.63894246852101,12.105752656517101
Đắk Nông,67,Đắk Song,665,TT. Đức An,24717,"Đắk Nông,Đắk Song,TT. Đức An",107.617935564384,12.2519205036622
Đắk Nông,67,KRông Nô,664,Buôn Choah,24694,"Đắk Nông,KRông Nô,Buôn Choah",107.957073102397,12.474712976666
Đắk Nông,67,KRông Nô,664,Đắk DRô,24700,"Đắk Nông,KRông Nô,Đắk DRô",107.872618579202,12.4333043442291
Đắk Nông,67,KRông Nô,664,Đắk Nang,24709,"Đắk Nông,KRông Nô,Đắk Nang",107.93345294171,12.287489731484301
Đắk Nông,67,KRông Nô,664,Đắk Sôr,24691,"Đắk Nông,KRông Nô,Đắk Sôr",107.87390762007901,12.5199438320268
Đắk Nông,67,KRông Nô,664,Đức Xuyên,24706,"Đắk Nông,KRông Nô,Đức Xuyên",107.870679656944,12.2869388395418
Đắk Nông,67,KRông Nô,664,Nam Đà,24697,"Đắk Nông,KRông Nô,Nam Đà",107.894006606444,12.4899208564835
Đắk Nông,67,KRông Nô,664,Nâm N'Đir,24715,"Đắk Nông,KRông Nô,Nâm N'Đir",107.855515572641,12.337572204693
Đắk Nông,67,KRông Nô,664,Nam Nung,24703,"Đắk Nông,KRông Nô,Nam Nung",107.797452559925,12.351074546846002
Đắk Nông,67,KRông Nô,664,Nam Xuân,24692,"Đắk Nông,KRông Nô,Nam Xuân",107.786197368794,12.479748918378698
Đắk Nông,67,KRông Nô,664,Quảng Phú,24712,"Đắk Nông,KRông Nô,Quảng Phú",108.02159670406401,12.2474996588464
Đắk Nông,67,KRông Nô,664,Tân Thành,24699,"Đắk Nông,KRông Nô,Tân Thành",107.764444731673,12.403534841762301
Đắk Nông,67,KRông Nô,664,TT. Đắk Mâm,24688,"Đắk Nông,KRông Nô,TT. Đắk Mâm",107.819410553084,12.457942519123002
Đắk Nông,67,Tuy Đức,667,Đắk Búk So,24739,"Đắk Nông,Tuy Đức,Đắk Búk So",107.47729802552601,12.2121257817485
Đắk Nông,67,Tuy Đức,667,Đắk Ngo,24746,"Đắk Nông,Tuy Đức,Đắk Ngo",107.377649313031,12.035107139663
Đắk Nông,67,Tuy Đức,667,Đắk R'Tih,24742,"Đắk Nông,Tuy Đức,Đắk R'Tih",107.488727846495,12.114904248091301
Đắk Nông,67,Tuy Đức,667,Quảng Tâm,24740,"Đắk Nông,Tuy Đức,Quảng Tâm",107.43687694699499,12.161184092199099
Đắk Nông,67,Tuy Đức,667,Quảng Tân,24748,"Đắk Nông,Tuy Đức,Quảng Tân",107.498175799934,12.0525843511791
Đắk Nông,67,Tuy Đức,667,Quảng Trực,24736,"Đắk Nông,Tuy Đức,Quảng Trực",107.304478687283,12.184761058931901
Đắk Nông,67,TX. Gia Nghĩa,660,Đắk Nia,24628,"Đắk Nông,TX. Gia Nghĩa,Đắk Nia",107.721664565037,11.9517679567415
Đắk Nông,67,TX. Gia Nghĩa,660,Đắk R'Moan,24618,"Đắk Nông,TX. Gia Nghĩa,Đắk R'Moan",107.62303332664499,12.023082097653802
Đắk Nông,67,TX. Gia Nghĩa,660,P. Nghĩa Đức,24611,"Đắk Nông,TX. Gia Nghĩa,P. Nghĩa Đức",107.713256729939,12.014636789651
Đắk Nông,67,TX. Gia Nghĩa,660,P. Nghĩa Phú,24614,"Đắk Nông,TX. Gia Nghĩa,P. Nghĩa Phú",107.66217320260598,12.0017147428365
Đắk Nông,67,TX. Gia Nghĩa,660,P. Nghĩa Tân,24615,"Đắk Nông,TX. Gia Nghĩa,P. Nghĩa Tân",107.66819900451799,11.967961016017
Đắk Nông,67,TX. Gia Nghĩa,660,P. Nghĩa Thành,24612,"Đắk Nông,TX. Gia Nghĩa,P. Nghĩa Thành",107.68604012621,12.0141398926502
Đắk Nông,67,TX. Gia Nghĩa,660,P. Nghĩa Trung,24617,"Đắk Nông,TX. Gia Nghĩa,P. Nghĩa Trung",107.692148455954,11.978432619854699
Đắk Nông,67,TX. Gia Nghĩa,660,Quảng Thành,24619,"Đắk Nông,TX. Gia Nghĩa,Quảng Thành",107.720161734141,12.075122171338998
Gia Lai,64,Chư Păh,627,Chư Đăng Ya,23746,"Gia Lai,Chư Păh,Chư Đăng Ya",108.05419376676599,14.1314549268627
Gia Lai,64,Chư Păh,627,Chư Jôr,23758,"Gia Lai,Chư Păh,Chư Jôr",108.03323197165199,14.0974919980041
Gia Lai,64,Chư Păh,627,Đăk Tơ Ver,23740,"Gia Lai,Chư Păh,Đăk Tơ Ver",108.078922477305,14.198061398592902
Gia Lai,64,Chư Păh,627,Hà Tây,23725,"Gia Lai,Chư Păh,Hà Tây",108.14072722151501,14.2905272651068
Gia Lai,64,Chư Păh,627,Hòa Phú,23743,"Gia Lai,Chư Păh,Hòa Phú",107.97379956979,14.156488762897698
Gia Lai,64,Chư Păh,627,Ia Ka,23749,"Gia Lai,Chư Păh,Ia Ka",107.82470953392401,14.1265103386059
Gia Lai,64,Chư Păh,627,Ia Khươl,23728,"Gia Lai,Chư Păh,Ia Khươl",108.00576220980601,14.2123741188629
Gia Lai,64,Chư Păh,627,Ia Kreng,23738,"Gia Lai,Chư Păh,Ia Kreng",107.726439374238,14.174285207292499
Gia Lai,64,Chư Păh,627,Ia Mơ Nông,23737,"Gia Lai,Chư Păh,Ia Mơ Nông",107.82250704424601,14.1713165664278
Gia Lai,64,Chư Păh,627,Ia Nhin,23752,"Gia Lai,Chư Păh,Ia Nhin",107.86889169387199,14.1059360128402
Gia Lai,64,Chư Păh,627,Ia Phí,23731,"Gia Lai,Chư Păh,Ia Phí",107.905597861101,14.2237797951841
Gia Lai,64,Chư Păh,627,Nghĩa Hòa,23755,"Gia Lai,Chư Păh,Nghĩa Hòa",107.92065530747499,14.1094512496941
Gia Lai,64,Chư Păh,627,Nghĩa Hưng,23761,"Gia Lai,Chư Păh,Nghĩa Hưng",107.992213858783,14.084651390082099
Gia Lai,64,Chư Păh,627,TT. Ia Ly,23734,"Gia Lai,Chư Păh,TT. Ia Ly",107.851013451266,14.2261617810971
Gia Lai,64,Chư Păh,627,TT. Phú Hòa,23722,"Gia Lai,Chư Păh,TT. Phú Hòa",107.974156612436,14.1139729433084
Gia Lai,64,Chư Prông,632,Bàu Cạn,23899,"Gia Lai,Chư Prông,Bàu Cạn",107.920332471968,13.852598849189
Gia Lai,64,Chư Prông,632,Bình Giáo,23890,"Gia Lai,Chư Prông,Bình Giáo",107.85177979545,13.8287214550802
Gia Lai,64,Chư Prông,632,Ia Bang,23924,"Gia Lai,Chư Prông,Ia Bang",107.983684562164,13.7146305515858
Gia Lai,64,Chư Prông,632,Ia Băng,23905,"Gia Lai,Chư Prông,Ia Băng",107.988967025608,13.8067162598679
Gia Lai,64,Chư Prông,632,Ia Boòng,23911,"Gia Lai,Chư Prông,Ia Boòng",107.82183370839898,13.6885467358478
Gia Lai,64,Chư Prông,632,Ia Drang,23893,"Gia Lai,Chư Prông,Ia Drang",107.850435611461,13.7672332725179
Gia Lai,64,Chư Prông,632,Ia Ga,23929,"Gia Lai,Chư Prông,Ia Ga",107.854826078175,13.5704356023492
Gia Lai,64,Chư Prông,632,Ia Kly,23888,"Gia Lai,Chư Prông,Ia Kly",107.922584925152,13.739953980839
Gia Lai,64,Chư Prông,632,Ia Lâu,23932,"Gia Lai,Chư Prông,Ia Lâu",107.876304928598,13.4904565198594
Gia Lai,64,Chư Prông,632,Ia Me,23920,"Gia Lai,Chư Prông,Ia Me",107.864687439871,13.663957114995899
Gia Lai,64,Chư Prông,632,Ia Mơ,23938,"Gia Lai,Chư Prông,Ia Mơ",107.710101155545,13.461707191524901
Gia Lai,64,Chư Prông,632,Ia O,23914,"Gia Lai,Chư Prông,Ia O",107.795635456352,13.7120883503228
Gia Lai,64,Chư Prông,632,Ia Phìn,23902,"Gia Lai,Chư Prông,Ia Phìn",107.94256067904301,13.7951752291516
Gia Lai,64,Chư Prông,632,Ia Pia,23926,"Gia Lai,Chư Prông,Ia Pia",107.91815271898899,13.645188511901699
Gia Lai,64,Chư Prông,632,Ia Piơr,23935,"Gia Lai,Chư Prông,Ia Piơr",107.86337606186599,13.423182678863
Gia Lai,64,Chư Prông,632,Ia Púch,23917,"Gia Lai,Chư Prông,Ia Púch",107.692192329642,13.619687382142802
Gia Lai,64,Chư Prông,632,Ia Tôr,23908,"Gia Lai,Chư Prông,Ia Tôr",107.955418997126,13.7278048291811
Gia Lai,64,Chư Prông,632,Ia Vê,23923,"Gia Lai,Chư Prông,Ia Vê",107.96247701941,13.6235992567127
Gia Lai,64,Chư Prông,632,Thăng Hưng,23896,"Gia Lai,Chư Prông,Thăng Hưng",107.90076225457399,13.823747079403999
Gia Lai,64,Chư Prông,632,TT. Chư Prông,23887,"Gia Lai,Chư Prông,TT. Chư Prông",107.893421809877,13.749252036440199
Gia Lai,64,Chư Pưh,639,Chư Don,23980,"Gia Lai,Chư Pưh,Chư Don",108.061201591504,13.5398481942869
Gia Lai,64,Chư Pưh,639,Ia Blứ,23987,"Gia Lai,Chư Pưh,Ia Blứ",108.00539368539101,13.446045645755401
Gia Lai,64,Chư Pưh,639,Ia Dreng,23974,"Gia Lai,Chư Pưh,Ia Dreng",108.07609693719,13.5981480859114
Gia Lai,64,Chư Pưh,639,Ia Hla,23978,"Gia Lai,Chư Pưh,Ia Hla",107.985800533291,13.5489062933181
Gia Lai,64,Chư Pưh,639,Ia Hrú,23971,"Gia Lai,Chư Pưh,Ia Hrú",108.137470907131,13.5780625662097
Gia Lai,64,Chư Pưh,639,Ia Le,23986,"Gia Lai,Chư Pưh,Ia Le",108.14730970301599,13.432883810538002
Gia Lai,64,Chư Pưh,639,Ia Phang,23983,"Gia Lai,Chư Pưh,Ia Phang",108.165924744982,13.5052539500674
Gia Lai,64,Chư Pưh,639,Ia Rong,23972,"Gia Lai,Chư Pưh,Ia Rong",108.13630845429199,13.615495258487801
Gia Lai,64,Chư Pưh,639,TT. Nhơn Hòa,23942,"Gia Lai,Chư Pưh,TT. Nhơn Hòa",108.10953496678499,13.555116255218
Gia Lai,64,Chư Sê,633,Al Bá,23953,"Gia Lai,Chư Sê,Al Bá",108.12535585248199,13.750273728652198
Gia Lai,64,Chư Sê,633,Ayun,23956,"Gia Lai,Chư Sê,Ayun",108.167181171027,13.6983899461131
Gia Lai,64,Chư Sê,633,Bar Măih,23946,"Gia Lai,Chư Sê,Bar Măih",108.12740186727801,13.8305619937459
Gia Lai,64,Chư Sê,633,Bờ Ngoong,23947,"Gia Lai,Chư Sê,Bờ Ngoong",108.120511699806,13.7870044626382
Gia Lai,64,Chư Sê,633,Chư Pơng,23945,"Gia Lai,Chư Sê,Chư Pơng",108.044862931354,13.786000573854801
Gia Lai,64,Chư Sê,633,Dun,23965,"Gia Lai,Chư Sê,Dun",108.092253305682,13.722629371517801
Gia Lai,64,Chư Sê,633,HBông,23968,"Gia Lai,Chư Sê,HBông",108.22232901370899,13.6271742407232
Gia Lai,64,Chư Sê,633,Ia Blang,23962,"Gia Lai,Chư Sê,Ia Blang",108.08280846039301,13.653005898642302
Gia Lai,64,Chư Sê,633,Ia Glai,23950,"Gia Lai,Chư Sê,Ia Glai",108.02322335599399,13.741723663672198
Gia Lai,64,Chư Sê,633,Ia Hlốp,23959,"Gia Lai,Chư Sê,Ia Hlốp",108.042861743412,13.6656430099907
Gia Lai,64,Chư Sê,633,Ia Ko,23977,"Gia Lai,Chư Sê,Ia Ko",108.02204931993201,13.619416221580998
Gia Lai,64,Chư Sê,633,Ia Pal,23966,"Gia Lai,Chư Sê,Ia Pal",108.11986543549601,13.659106508016801
Gia Lai,64,Chư Sê,633,Ia Tiêm,23944,"Gia Lai,Chư Sê,Ia Tiêm",108.05271883662701,13.8293363950895
Gia Lai,64,Chư Sê,633,Kông HTok,23954,"Gia Lai,Chư Sê,Kông HTok",108.132075456495,13.7007742406375
Gia Lai,64,Chư Sê,633,TT. Chư Sê,23941,"Gia Lai,Chư Sê,TT. Chư Sê",108.067513803607,13.7148826549024
Gia Lai,64,Đăk Đoa,626,A Dơk,23710,"Gia Lai,Đăk Đoa,A Dơk",108.09467314860301,13.9362510312059
Gia Lai,64,Đăk Đoa,626,Đăk Krong,23684,"Gia Lai,Đăk Đoa,Đăk Krong",108.11720212808001,14.1362030362287
Gia Lai,64,Đăk Đoa,626,Đăk Sơ Mei,23683,"Gia Lai,Đăk Đoa,Đăk Sơ Mei",108.18446594214501,14.189823910969901
Gia Lai,64,Đăk Đoa,626,Glar,23707,"Gia Lai,Đăk Đoa,Glar",108.134508718302,13.9444472759024
Gia Lai,64,Đăk Đoa,626,Hà Bầu,23692,"Gia Lai,Đăk Đoa,Hà Bầu",108.070372064482,14.0629398986871
Gia Lai,64,Đăk Đoa,626,Hà Đông,23680,"Gia Lai,Đăk Đoa,Hà Đông",108.261943822397,14.3073847917917
Gia Lai,64,Đăk Đoa,626,Hải Yang,23686,"Gia Lai,Đăk Đoa,Hải Yang",108.22012025352899,14.1165629920296
Gia Lai,64,Đăk Đoa,626,HNeng,23701,"Gia Lai,Đăk Đoa,HNeng",108.10482148165,14.0143262815935
Gia Lai,64,Đăk Đoa,626,HNol,23714,"Gia Lai,Đăk Đoa,HNol",108.20195811235001,13.923447063052402
Gia Lai,64,Đăk Đoa,626,Ia Băng,23719,"Gia Lai,Đăk Đoa,Ia Băng",108.048089654416,13.891375399239099
Gia Lai,64,Đăk Đoa,626,Ia Pết,23716,"Gia Lai,Đăk Đoa,Ia Pết",108.105961669539,13.889315933449199
Gia Lai,64,Đăk Đoa,626,KDang,23698,"Gia Lai,Đăk Đoa,KDang",108.192735811474,14.009886814254198
Gia Lai,64,Đăk Đoa,626,Kon Gang,23689,"Gia Lai,Đăk Đoa,Kon Gang",108.15005806591299,14.081887723254
Gia Lai,64,Đăk Đoa,626,Nam Yang,23695,"Gia Lai,Đăk Đoa,Nam Yang",108.09908274397301,14.058161502234
Gia Lai,64,Đăk Đoa,626,Tân Bình,23704,"Gia Lai,Đăk Đoa,Tân Bình",108.14795649353,13.989573342336302
Gia Lai,64,Đăk Đoa,626,Trang,23713,"Gia Lai,Đăk Đoa,Trang",108.17674830428601,13.8728551225702
Gia Lai,64,Đăk Đoa,626,TT. Đăk Đoa,23677,"Gia Lai,Đăk Đoa,TT. Đăk Đoa",108.11143662111999,13.989066373764802
Gia Lai,64,Đak Pơ,634,An Thành,23992,"Gia Lai,Đak Pơ,An Thành",108.522668393657,13.9699648219985
Gia Lai,64,Đak Pơ,634,Cư An,24001,"Gia Lai,Đak Pơ,Cư An",108.605406322509,13.9878893838707
Gia Lai,64,Đak Pơ,634,Hà Tam,23989,"Gia Lai,Đak Pơ,Hà Tam",108.462448971266,14.0002930724196
Gia Lai,64,Đak Pơ,634,Phú An,24007,"Gia Lai,Đak Pơ,Phú An",108.651914929498,13.921852093845501
Gia Lai,64,Đak Pơ,634,Tân An,24004,"Gia Lai,Đak Pơ,Tân An",108.603793590317,13.944129511788399
Gia Lai,64,Đak Pơ,634,TT. Đak Pơ,23995,"Gia Lai,Đak Pơ,TT. Đak Pơ",108.554089075693,13.978048990703002
Gia Lai,64,Đak Pơ,634,Ya Hội,24010,"Gia Lai,Đak Pơ,Ya Hội",108.708544144878,13.8662180425246
Gia Lai,64,Đak Pơ,634,Yang Băc,23998,"Gia Lai,Đak Pơ,Yang Băc",108.55189703589501,13.915231624359
Gia Lai,64,Đức Cơ,631,Ia Din,23866,"Gia Lai,Đức Cơ,Ia Din",107.79824741976299,13.8469782673871
Gia Lai,64,Đức Cơ,631,Ia Dơk,23860,"Gia Lai,Đức Cơ,Ia Dơk",107.706884494466,13.873481582281698
Gia Lai,64,Đức Cơ,631,Ia Dom,23872,"Gia Lai,Đức Cơ,Ia Dom",107.534353852691,13.807479487410099
Gia Lai,64,Đức Cơ,631,Ia Kla,23869,"Gia Lai,Đức Cơ,Ia Kla",107.645939651784,13.828229215730099
Gia Lai,64,Đức Cơ,631,Ia Krêl,23863,"Gia Lai,Đức Cơ,Ia Krêl",107.747292891603,13.8400526581772
Gia Lai,64,Đức Cơ,631,Ia Kriêng,23878,"Gia Lai,Đức Cơ,Ia Kriêng",107.72126546384199,13.746959656189699
Gia Lai,64,Đức Cơ,631,Ia Lang,23875,"Gia Lai,Đức Cơ,Ia Lang",107.78927088043501,13.7752585168571
Gia Lai,64,Đức Cơ,631,Ia Nan,23884,"Gia Lai,Đức Cơ,Ia Nan",107.578669537031,13.724280198535599
Gia Lai,64,Đức Cơ,631,Ia Pnôn,23881,"Gia Lai,Đức Cơ,Ia Pnôn",107.632327084897,13.7096997063838
Gia Lai,64,Đức Cơ,631,TT. Chư Ty,23857,"Gia Lai,Đức Cơ,TT. Chư Ty",107.684306422381,13.800044412299199
Gia Lai,64,Ia Grai,628,Ia Bă,23771,"Gia Lai,Ia Grai,Ia Bă",107.80892435636,14.037316708268099
Gia Lai,64,Ia Grai,628,Ia Chia,23788,"Gia Lai,Ia Grai,Ia Chia",107.584891646553,13.8855263807137
Gia Lai,64,Ia Grai,628,Ia Dêr,23785,"Gia Lai,Ia Grai,Ia Dêr",107.94116098454501,13.983376774727398
Gia Lai,64,Ia Grai,628,Ia Grăng,23778,"Gia Lai,Ia Grai,Ia Grăng",107.755709195673,13.9953467936126
Gia Lai,64,Ia Grai,628,Ia Hrung,23770,"Gia Lai,Ia Grai,Ia Hrung",107.88420499313601,14.0151288483348
Gia Lai,64,Ia Grai,628,Ia Khai,23773,"Gia Lai,Ia Grai,Ia Khai",107.66977132272801,14.0550582144764
Gia Lai,64,Ia Grai,628,Ia Krăi,23776,"Gia Lai,Ia Grai,Ia Krăi",107.646159805615,13.9698867676355
Gia Lai,64,Ia Grai,628,Ia O,23782,"Gia Lai,Ia Grai,Ia O",107.542629465088,13.9503729286166
Gia Lai,64,Ia Grai,628,Ia Pếch,23791,"Gia Lai,Ia Grai,Ia Pếch",107.86631976514099,13.9187188358498
Gia Lai,64,Ia Grai,628,Ia Sao,23767,"Gia Lai,Ia Grai,Ia Sao",107.939467855,14.0495438556127
Gia Lai,64,Ia Grai,628,Ia Tô,23779,"Gia Lai,Ia Grai,Ia Tô",107.747612040959,13.9279110666524
Gia Lai,64,Ia Grai,628,Ia Yok,23768,"Gia Lai,Ia Grai,Ia Yok",107.89759515260499,14.0765194357031
Gia Lai,64,Ia Grai,628,TT. Ia Kha,23764,"Gia Lai,Ia Grai,TT. Ia Kha",107.84991440273501,13.9625392713042
Gia Lai,64,Ia Pa,635,Chư Mố,24025,"Gia Lai,Ia Pa,Chư Mố",108.55680750539,13.514960941228399
Gia Lai,64,Ia Pa,635,Chư Răng,24016,"Gia Lai,Ia Pa,Chư Răng",108.433094360401,13.5939338815226
Gia Lai,64,Ia Pa,635,Ia Broăi,24034,"Gia Lai,Ia Pa,Ia Broăi",108.49831410433701,13.382680241865001
Gia Lai,64,Ia Pa,635,Ia Kdăm,24019,"Gia Lai,Ia Pa,Ia Kdăm",108.509408245604,13.5455521411813
Gia Lai,64,Ia Pa,635,Ia Mrơn,24031,"Gia Lai,Ia Pa,Ia Mrơn",108.441157769079,13.496607359390499
Gia Lai,64,Ia Pa,635,Ia Trok,24037,"Gia Lai,Ia Pa,Ia Trok",108.44920168115601,13.445460113812
Gia Lai,64,Ia Pa,635,Ia Tul,24028,"Gia Lai,Ia Pa,Ia Tul",108.631000647943,13.4903595201632
Gia Lai,64,Ia Pa,635,Kim Tân,24022,"Gia Lai,Ia Pa,Kim Tân",108.449849531359,13.561041883394301
Gia Lai,64,Ia Pa,635,Pờ Tó,24013,"Gia Lai,Ia Pa,Pờ Tó",108.379640115729,13.645387565109301
Gia Lai,64,KBang,625,Đăk HLơ,23674,"Gia Lai,KBang,Đăk HLơ",108.635988809662,14.071353921675401
Gia Lai,64,KBang,625,Đăk Rong,23644,"Gia Lai,KBang,Đăk Rong",108.440222943301,14.4758348227372
Gia Lai,64,KBang,625,Đăk Smar,23660,"Gia Lai,KBang,Đăk Smar",108.60488800372801,14.2069265265539
Gia Lai,64,KBang,625,Đông,23659,"Gia Lai,KBang,Đông",108.596327521966,14.120216244365098
Gia Lai,64,KBang,625,Kông Bla,23671,"Gia Lai,KBang,Kông Bla",108.61112302029899,14.0504399742977
Gia Lai,64,KBang,625,Kông Lơng Khơng,23668,"Gia Lai,KBang,Kông Lơng Khơng",108.56992252993099,14.0499015245402
Gia Lai,64,KBang,625,Kon Pne,23641,"Gia Lai,KBang,Kon Pne",108.34540391268699,14.3650169398137
Gia Lai,64,KBang,625,Krong,23650,"Gia Lai,KBang,Krong",108.433968245564,14.27484277597
Gia Lai,64,KBang,625,Lơ Ku,23656,"Gia Lai,KBang,Lơ Ku",108.50123573498699,14.1703981064974
Gia Lai,64,KBang,625,Nghĩa An,23662,"Gia Lai,KBang,Nghĩa An",108.65656715285499,14.1308455629686
Gia Lai,64,KBang,625,Sơn Lang,23647,"Gia Lai,KBang,Sơn Lang",108.57239481667801,14.4352143147821
Gia Lai,64,KBang,625,Sơ Pai,23653,"Gia Lai,KBang,Sơ Pai",108.583929428686,14.2763212318935
Gia Lai,64,KBang,625,Tơ Tung,23665,"Gia Lai,KBang,Tơ Tung",108.51009440858,14.0734831960189
Gia Lai,64,KBang,625,TT. KBang,23638,"Gia Lai,KBang,TT. KBang",108.59940354887699,14.148478246438
Gia Lai,64,Kông Chro,630,An Trung,23830,"Gia Lai,Kông Chro,An Trung",108.47954468698799,13.879941715323
Gia Lai,64,Kông Chro,630,Chơ Long,23851,"Gia Lai,Kông Chro,Chơ Long",108.422799499523,13.7342428910056
Gia Lai,64,Kông Chro,630,Chư Krêy,23827,"Gia Lai,Kông Chro,Chư Krêy",108.40967032944,13.8903076100198
Gia Lai,64,Kông Chro,630,Đăk Kơ Ning,23840,"Gia Lai,Kông Chro,Đăk Kơ Ning",108.607461138718,13.672709826738698
Gia Lai,64,Kông Chro,630,Đăk PLing,23843,"Gia Lai,Kông Chro,Đăk PLing",108.79856526077101,13.692345995974698
Gia Lai,64,Kông Chro,630,Đăk Pơ Pho,23846,"Gia Lai,Kông Chro,Đăk Pơ Pho",108.41639284908399,13.8080095385669
