province,province_code,district,district_code,ward,ward_code,address,long,lat
Gia Lai,64,Kông Chro,630,Đăk Song,23842,"Gia Lai,Kông Chro,Đăk Song",108.734636418647,13.642999571312899
Gia Lai,64,Kông Chro,630,Đăk Tơ Pang,23836,"Gia Lai,Kông Chro,Đăk Tơ Pang",108.610518847347,13.8181824283195
Gia Lai,64,Kông Chro,630,Kông Yang,23833,"Gia Lai,Kông Chro,Kông Yang",108.551546677796,13.8603740484436
Gia Lai,64,Kông Chro,630,SRó,23839,"Gia Lai,Kông Chro,SRó",108.683980404988,13.7374414617742
Gia Lai,64,Kông Chro,630,TT. Kông Chro,23824,"Gia Lai,Kông Chro,TT. Kông Chro",108.52683357629999,13.782009634139099
Gia Lai,64,Kông Chro,630,Ya ma,23848,"Gia Lai,Kông Chro,Ya ma",108.56940611007299,13.7653502839055
Gia Lai,64,Kông Chro,630,Yang Nam,23854,"Gia Lai,Kông Chro,Yang Nam",108.513291319812,13.678127738898402
Gia Lai,64,Kông Chro,630,Yang Trung,23845,"Gia Lai,Kông Chro,Yang Trung",108.48857618179001,13.7920025878598
Gia Lai,64,Krông Pa,637,Chư Drăng,24094,"Gia Lai,Krông Pa,Chư Drăng",108.566192206117,13.1739836780119
Gia Lai,64,Krông Pa,637,Chư Gu,24085,"Gia Lai,Krông Pa,Chư Gu",108.660522518055,13.263670062383499
Gia Lai,64,Krông Pa,637,Chư Ngọc,24106,"Gia Lai,Krông Pa,Chư Ngọc",108.77330019345699,13.1660425944309
Gia Lai,64,Krông Pa,637,Chư Rcăm,24112,"Gia Lai,Krông Pa,Chư Rcăm",108.72305676318899,13.356031104218
Gia Lai,64,Krông Pa,637,Đất Bằng,24088,"Gia Lai,Krông Pa,Đất Bằng",108.82194173131701,13.280332477448301
Gia Lai,64,Krông Pa,637,Ia Hdreh,24100,"Gia Lai,Krông Pa,Ia Hdreh",108.64041585040701,13.078454476008
Gia Lai,64,Krông Pa,637,Ia Mlah,24091,"Gia Lai,Krông Pa,Ia Mlah",108.75787000767001,13.2461651713092
Gia Lai,64,Krông Pa,637,Ia RMok,24103,"Gia Lai,Krông Pa,Ia RMok",108.601506713106,13.1192355246347
Gia Lai,64,Krông Pa,637,Ia Rsai,24079,"Gia Lai,Krông Pa,Ia Rsai",108.64645492356199,13.395145927153301
Gia Lai,64,Krông Pa,637,Ia Rsươm,24082,"Gia Lai,Krông Pa,Ia Rsươm",108.52296761298099,13.3001388396546
Gia Lai,64,Krông Pa,637,Krông Năng,24115,"Gia Lai,Krông Pa,Krông Năng",108.69096599660801,13.0435515952225
Gia Lai,64,Krông Pa,637,Phú Cần,24097,"Gia Lai,Krông Pa,Phú Cần",108.698391614605,13.1872684595557
Gia Lai,64,Krông Pa,637,TT. Phú Túc,24076,"Gia Lai,Krông Pa,TT. Phú Túc",108.690852998363,13.210684382375801
Gia Lai,64,Krông Pa,637,Uar,24109,"Gia Lai,Krông Pa,Uar",108.528783532503,13.227687927824599
Gia Lai,64,Mang Yang,629,Ayun,23797,"Gia Lai,Mang Yang,Ayun",108.285397481439,14.145681386722801
Gia Lai,64,Mang Yang,629,Đăk Djrăng,23806,"Gia Lai,Mang Yang,Đăk Djrăng",108.23881029401699,14.012292068566301
Gia Lai,64,Mang Yang,629,Đăk Jơ Ta,23798,"Gia Lai,Mang Yang,Đăk Jơ Ta",108.335006253226,14.141809921314099
Gia Lai,64,Mang Yang,629,Đăk Ta Ley,23799,"Gia Lai,Mang Yang,Đăk Ta Ley",108.34002033573,14.023910303970899
Gia Lai,64,Mang Yang,629,Đăk Trôi,23821,"Gia Lai,Mang Yang,Đăk Trôi",108.228141853363,13.7385531408411
Gia Lai,64,Mang Yang,629,Đăk Yă,23803,"Gia Lai,Mang Yang,Đăk Yă",108.289981326689,14.0270159512609
Gia Lai,64,Mang Yang,629,Đê Ar,23815,"Gia Lai,Mang Yang,Đê Ar",108.21014358957399,13.8031886723215
Gia Lai,64,Mang Yang,629,Hra,23800,"Gia Lai,Mang Yang,Hra",108.40309899138701,14.0727240709135
Gia Lai,64,Mang Yang,629,Kon Chiêng,23818,"Gia Lai,Mang Yang,Kon Chiêng",108.317567946778,13.763949841996501
Gia Lai,64,Mang Yang,629,Kon Thụp,23812,"Gia Lai,Mang Yang,Kon Thụp",108.272910251117,13.8655358553667
Gia Lai,64,Mang Yang,629,Lơ Pang,23809,"Gia Lai,Mang Yang,Lơ Pang",108.31068961377399,13.9316307840012
Gia Lai,64,Mang Yang,629,TT. Kon Dơng,23794,"Gia Lai,Mang Yang,TT. Kon Dơng",108.257105925756,14.044475965608099
Gia Lai,64,Phú Thiện,638,Ayun Hạ,24048,"Gia Lai,Phú Thiện,Ayun Hạ",108.251069144946,13.5565709041172
Gia Lai,64,Phú Thiện,638,Chrôh Pơnan,24060,"Gia Lai,Phú Thiện,Chrôh Pơnan",108.374011861225,13.4415093808724
Gia Lai,64,Phú Thiện,638,Chư A Thai,24046,"Gia Lai,Phú Thiện,Chư A Thai",108.293233254702,13.5962269311139
Gia Lai,64,Phú Thiện,638,Ia Ake,24049,"Gia Lai,Phú Thiện,Ia Ake",108.267376282195,13.514474903739199
Gia Lai,64,Phú Thiện,638,Ia Hiao,24061,"Gia Lai,Phú Thiện,Ia Hiao",108.326781837295,13.4014886560044
Gia Lai,64,Phú Thiện,638,Ia Peng,24058,"Gia Lai,Phú Thiện,Ia Peng",108.35900757716,13.4604567755269
Gia Lai,64,Phú Thiện,638,Ia Piar,24055,"Gia Lai,Phú Thiện,Ia Piar",108.288372421794,13.437239509670599
Gia Lai,64,Phú Thiện,638,Ia Sol,24052,"Gia Lai,Phú Thiện,Ia Sol",108.31316624598,13.5166832955163
Gia Lai,64,Phú Thiện,638,Ia Yeng,24067,"Gia Lai,Phú Thiện,Ia Yeng",108.39681758649799,13.5065691250077
Gia Lai,64,Phú Thiện,638,TT. Phú Thiện,24043,"Gia Lai,Phú Thiện,TT. Phú Thiện",108.323465613647,13.5339940019066
Gia Lai,64,Plei Ku,622,Biển Hồ,23590,"Gia Lai,Plei Ku,Biển Hồ",108.01816879323401,14.0344221602379
Gia Lai,64,Plei Ku,622,Chư Hdrông,23587,"Gia Lai,Plei Ku,Chư Hdrông",108.023811687283,13.913026758729599
Gia Lai,64,Plei Ku,622,Diên Phú,23605,"Gia Lai,Plei Ku,Diên Phú",107.96966778164801,13.940861809958902
Gia Lai,64,Plei Ku,622,Gào,23611,"Gia Lai,Plei Ku,Gào",107.922619941622,13.881701375914199
Gia Lai,64,Plei Ku,622,Ia Kênh,23608,"Gia Lai,Plei Ku,Ia Kênh",107.97680330334299,13.9060148304043
Gia Lai,64,Plei Ku,622,P. Hội Phú,23569,"Gia Lai,Plei Ku,P. Hội Phú",108.002193013663,13.951957631905401
Gia Lai,64,Plei Ku,622,P. Ia Kring,23563,"Gia Lai,Plei Ku,P. Ia Kring",107.98039598183901,13.9624692391805
Gia Lai,64,Plei Ku,622,P. Phù Đổng,23570,"Gia Lai,Plei Ku,P. Phù Đổng",108.021615167932,13.976381024035598
Gia Lai,64,Plei Ku,622,P. Thắng Lợi,23582,"Gia Lai,Plei Ku,P. Thắng Lợi",108.044575494907,13.973673764346799
Gia Lai,64,Plei Ku,622,P. Thống Nhất,23578,"Gia Lai,Plei Ku,P. Thống Nhất",108.004271269385,14.003652535158501
Gia Lai,64,Plei Ku,622,P. Yên Đỗ,23557,"Gia Lai,Plei Ku,P. Yên Đỗ",107.990742692677,13.9858110682856
Gia Lai,64,Plei Ku,622,Trà Đa,23596,"Gia Lai,Plei Ku,Trà Đa",108.04394539953002,14.007887188582098
Gia Lai,64,TX. An Khê,623,Cửu An,23629,"Gia Lai,TX. An Khê,Cửu An",108.731324868389,14.025253621999099
Gia Lai,64,TX. An Khê,623,P. An Bình,23614,"Gia Lai,TX. An Khê,P. An Bình",108.64616564840401,13.9658486264825
Gia Lai,64,TX. An Khê,623,P. An Phú,23620,"Gia Lai,TX. An Khê,P. An Phú",108.670782201426,13.955665882305802
Gia Lai,64,TX. An Khê,623,P. An Phước,23630,"Gia Lai,TX. An Khê,P. An Phước",108.69463375394399,14.0103108964537
Gia Lai,64,TX. An Khê,623,P. An Tân,23623,"Gia Lai,TX. An Khê,P. An Tân",108.67546514536,13.9690835955253
Gia Lai,64,TX. An Khê,623,P. Ngô Mây,23633,"Gia Lai,TX. An Khê,P. Ngô Mây",108.687060896918,13.9792261253085
Gia Lai,64,TX. An Khê,623,P. Tây Sơn,23617,"Gia Lai,TX. An Khê,P. Tây Sơn",108.65661223235,13.952702606200099
Gia Lai,64,TX. An Khê,623,Song An,23632,"Gia Lai,TX. An Khê,Song An",108.729786779506,13.9675307369529
Gia Lai,64,TX. An Khê,623,Thành An,23635,"Gia Lai,TX. An Khê,Thành An",108.65387444312599,14.006770668656399
Gia Lai,64,TX. An Khê,623,Tú An,23626,"Gia Lai,TX. An Khê,Tú An",108.676344289466,14.084874963225
Gia Lai,64,TX. An Khê,623,Xuân An,23627,"Gia Lai,TX. An Khê,Xuân An",108.697324649369,14.054323924871198
Gia Lai,64,TX. AYun Pa,624,Chư Băh,24065,"Gia Lai,TX. AYun Pa,Chư Băh",108.365763951512,13.3801057876977
Gia Lai,64,TX. AYun Pa,624,Ia RBol,24064,"Gia Lai,TX. AYun Pa,Ia RBol",108.401032129078,13.3237125007283
Gia Lai,64,TX. AYun Pa,624,Ia Rtô,24070,"Gia Lai,TX. AYun Pa,Ia Rtô",108.482301430705,13.341992099709001
Gia Lai,64,TX. AYun Pa,624,Ia Sao,24073,"Gia Lai,TX. AYun Pa,Ia Sao",108.44158238860399,13.275781753584699
Gia Lai,64,TX. AYun Pa,624,P. Đoàn Kết,24044,"Gia Lai,TX. AYun Pa,P. Đoàn Kết",108.423778384716,13.423948972265698
Gia Lai,64,TX. AYun Pa,624,P. Hoà Bình,24042,"Gia Lai,TX. AYun Pa,P. Hoà Bình",108.431426760955,13.4109628311188
Gia Lai,64,TX. AYun Pa,624,P. Sông Bờ,24045,"Gia Lai,TX. AYun Pa,P. Sông Bờ",108.447269274476,13.3948034413413
Kon Tum,62,Đắk Glei,610,Đắk Choong,23356,"Kon Tum,Đắk Glei,Đắk Choong",107.835819738611,15.1706405138095
Kon Tum,62,Đắk Glei,610,Đắk Kroong,23371,"Kon Tum,Đắk Glei,Đắk Kroong",107.70144916910499,14.9813500527862
Kon Tum,62,Đắk Glei,610,Đắk Long,23368,"Kon Tum,Đắk Glei,Đắk Long",107.574371339534,14.965024668517803
Kon Tum,62,Đắk Glei,610,Đắk Man,23347,"Kon Tum,Đắk Glei,Đắk Man",107.722418142742,15.213539839075699
Kon Tum,62,Đắk Glei,610,Đắk Môn,23374,"Kon Tum,Đắk Glei,Đắk Môn",107.674836829728,14.911724560928302
Kon Tum,62,Đắk Glei,610,Đắk Nhoong,23350,"Kon Tum,Đắk Glei,Đắk Nhoong",107.64750245283199,15.1222597495987
Kon Tum,62,Đắk Glei,610,Đắk Pék,23353,"Kon Tum,Đắk Glei,Đắk Pék",107.726599559984,15.1047033801285
Kon Tum,62,Đắk Glei,610,Đắk Plô,23344,"Kon Tum,Đắk Glei,Đắk Plô",107.650176965169,15.3061747201108
Kon Tum,62,Đắk Glei,610,Mường Hoong,23362,"Kon Tum,Đắk Glei,Mường Hoong",107.94332251232599,15.1431413894856
Kon Tum,62,Đắk Glei,610,Ngọc Linh,23365,"Kon Tum,Đắk Glei,Ngọc Linh",107.925159788843,15.060848921391099
Kon Tum,62,Đắk Glei,610,TT. Đắk Glei,23341,"Kon Tum,Đắk Glei,TT. Đắk Glei",107.758311858829,15.0299667034126
Kon Tum,62,Đắk Glei,610,Xốp,23359,"Kon Tum,Đắk Glei,Xốp",107.834935926497,15.0749925702974
Kon Tum,62,Đắk Hà,615,Đắk Hring,23506,"Kon Tum,Đắk Hà,Đắk Hring",107.93310671311701,14.5961730479372
Kon Tum,62,Đắk Hà,615,Đắk La,23524,"Kon Tum,Đắk Hà,Đắk La",107.944973709727,14.4437553995348
Kon Tum,62,Đắk Hà,615,Đắk Long,23504,"Kon Tum,Đắk Hà,Đắk Long",107.91612355815901,14.660982770256
Kon Tum,62,Đắk Hà,615,Đắk Mar,23512,"Kon Tum,Đắk Hà,Đắk Mar",107.909623647904,14.540008586951199
Kon Tum,62,Đắk Hà,615,Đắk Ngọk,23510,"Kon Tum,Đắk Hà,Đắk Ngọk",107.962865561429,14.537664350280199
Kon Tum,62,Đắk Hà,615,Đắk Pxi,23503,"Kon Tum,Đắk Hà,Đắk Pxi",108.025882559049,14.732439354405301
Kon Tum,62,Đắk Hà,615,Đắk Ui,23509,"Kon Tum,Đắk Hà,Đắk Ui",108.026613404153,14.6046043139415
Kon Tum,62,Đắk Hà,615,Hà Mòn,23521,"Kon Tum,Đắk Hà,Hà Mòn",107.909515198072,14.469571687447601
Kon Tum,62,Đắk Hà,615,Ngọk Réo,23518,"Kon Tum,Đắk Hà,Ngọk Réo",108.060574271376,14.491001692778198
Kon Tum,62,Đắk Hà,615,Ngọk Wang,23515,"Kon Tum,Đắk Hà,Ngọk Wang",108.000696682024,14.5025233108147
Kon Tum,62,Đắk Hà,615,TT. Đắk Hà,23500,"Kon Tum,Đắk Hà,TT. Đắk Hà",107.91975801982099,14.511979812592699
Kon Tum,62,Đắk Tô,612,Đắk Rơ Nga,23427,"Kon Tum,Đắk Tô,Đắk Rơ Nga",107.75778529492399,14.769288589731099
Kon Tum,62,Đắk Tô,612,Đắk Trăm,23430,"Kon Tum,Đắk Tô,Đắk Trăm",107.84960109760901,14.775690554814501
Kon Tum,62,Đắk Tô,612,Diên Bình,23440,"Kon Tum,Đắk Tô,Diên Bình",107.874243419513,14.6038676549099
Kon Tum,62,Đắk Tô,612,Kon Đào,23434,"Kon Tum,Đắk Tô,Kon Đào",107.84767318558399,14.711120985908801
Kon Tum,62,Đắk Tô,612,Ngọk Tụ,23428,"Kon Tum,Đắk Tô,Ngọk Tụ",107.789101892983,14.7190689602121
Kon Tum,62,Đắk Tô,612,Pô Cô,23443,"Kon Tum,Đắk Tô,Pô Cô",107.81387428570801,14.586180768319302
Kon Tum,62,Đắk Tô,612,Tân Cảnh,23437,"Kon Tum,Đắk Tô,Tân Cảnh",107.777672667796,14.6578824285398
Kon Tum,62,Đắk Tô,612,TT. Đắk Tô,23401,"Kon Tum,Đắk Tô,TT. Đắk Tô",107.846987765546,14.654419517151698
Kon Tum,62,Đắk Tô,612,Văn Lem,23431,"Kon Tum,Đắk Tô,Văn Lem",107.89424219530001,14.736950351498
Kon Tum,62,Ia H' Drai,618,Ia Dal,23535,"Kon Tum,Ia H' Drai,Ia Dal",107.402878942142,14.102495976423599
Kon Tum,62,Ia H' Drai,618,Ia Dom,23537,"Kon Tum,Ia H' Drai,Ia Dom",107.48870009809099,14.233064664728198
Kon Tum,62,Ia H' Drai,618,Ia Tơi,23538,"Kon Tum,Ia H' Drai,Ia Tơi",107.556721267189,14.0976347937939
Kon Tum,62,Kon Plông,613,Đắk Long,23473,"Kon Tum,Kon Plông,Đắk Long",108.321140850177,14.612530324653802
Kon Tum,62,Kon Plông,613,Đắk Nên,23452,"Kon Tum,Kon Plông,Đắk Nên",108.213623830809,14.996262395683598
Kon Tum,62,Kon Plông,613,Đắk Ring,23455,"Kon Tum,Kon Plông,Đắk Ring",108.262833559479,14.901221481215401
Kon Tum,62,Kon Plông,613,Đắk Tăng,23461,"Kon Tum,Kon Plông,Đắk Tăng",108.223088676898,14.7814169303133
Kon Tum,62,Kon Plông,613,Hiếu,23476,"Kon Tum,Kon Plông,Hiếu",108.454281287972,14.624930337973002
Kon Tum,62,Kon Plông,613,Măng Buk,23458,"Kon Tum,Kon Plông,Măng Buk",108.179662267236,14.8871141766511
Kon Tum,62,Kon Plông,613,Măng Cành,23470,"Kon Tum,Kon Plông,Măng Cành",108.286434485549,14.6797229844411
Kon Tum,62,Kon Plông,613,Ngok Tem,23464,"Kon Tum,Kon Plông,Ngok Tem",108.354728784463,14.7932732689798
Kon Tum,62,Kon Plông,613,Pờ Ê,23467,"Kon Tum,Kon Plông,Pờ Ê",108.47046186160699,14.743749249839098
Kon Tum,62,Kon Rẫy,614,Đắk Kôi,23482,"Kon Tum,Kon Rẫy,Đắk Kôi",108.14954709486,14.6609055415816
Kon Tum,62,Kon Rẫy,614,Đắk Pne,23491,"Kon Tum,Kon Rẫy,Đắk Pne",108.30237714060999,14.4786333181134
Kon Tum,62,Kon Rẫy,614,Đắk Ruồng,23488,"Kon Tum,Kon Rẫy,Đắk Ruồng",108.169503078291,14.4362328761567
Kon Tum,62,Kon Rẫy,614,Đắk Tơ Lung,23485,"Kon Tum,Kon Rẫy,Đắk Tơ Lung",108.15976399476101,14.539809732059801
Kon Tum,62,Kon Rẫy,614,Đắk Tơ Re,23494,"Kon Tum,Kon Rẫy,Đắk Tơ Re",108.11874248652201,14.409627738434901
Kon Tum,62,Kon Rẫy,614,Tân Lập,23497,"Kon Tum,Kon Rẫy,Tân Lập",108.223883330982,14.4641286476782
Kon Tum,62,Kon Rẫy,614,TT. Đắk Rve,23479,"Kon Tum,Kon Rẫy,TT. Đắk Rve",108.25196468821999,14.536192523375599
Kon Tum,62,Kon Tum,608,Chư H'reng,23332,"Kon Tum,Kon Tum,Chư H'reng",108.02971107996001,14.2986420456574
Kon Tum,62,Kon Tum,608,Đắk Blà,23323,"Kon Tum,Kon Tum,Đắk Blà",108.05951499584499,14.3706977449277
Kon Tum,62,Kon Tum,608,Đắk Cấm,23311,"Kon Tum,Kon Tum,Đắk Cấm",108.022620440104,14.417319877072599
Kon Tum,62,Kon Tum,608,Đắk Năng,23327,"Kon Tum,Kon Tum,Đắk Năng",107.906639071779,14.346015215155498
Kon Tum,62,Kon Tum,608,Đắk Rơ Wa,23335,"Kon Tum,Kon Tum,Đắk Rơ Wa",108.05051325891199,14.327237029341099
Kon Tum,62,Kon Tum,608,Đoàn Kết,23329,"Kon Tum,Kon Tum,Đoàn Kết",107.952663205121,14.3417020942264
Kon Tum,62,Kon Tum,608,Hòa Bình,23338,"Kon Tum,Kon Tum,Hòa Bình",107.97869807635,14.270729166363001
Kon Tum,62,Kon Tum,608,Ia Chim,23326,"Kon Tum,Kon Tum,Ia Chim",107.904214601781,14.298396991161098
Kon Tum,62,Kon Tum,608,Kroong,23314,"Kon Tum,Kon Tum,Kroong",107.891862983799,14.400442195274
Kon Tum,62,Kon Tum,608,Ngọk Bay,23317,"Kon Tum,Kon Tum,Ngọk Bay",107.930148697726,14.3794760921879
Kon Tum,62,Kon Tum,608,P. Duy Tân,23284,"Kon Tum,Kon Tum,P. Duy Tân",107.99684033876801,14.375988818791802
Kon Tum,62,Kon Tum,608,P. Lê Lợi,23302,"Kon Tum,Kon Tum,P. Lê Lợi",107.994444703893,14.330293828893302
Kon Tum,62,Kon Tum,608,P. Ngô Mây,23296,"Kon Tum,Kon Tum,P. Ngô Mây",107.975526517232,14.3986253316957
Kon Tum,62,Kon Tum,608,P. Nguyễn Trãi,23305,"Kon Tum,Kon Tum,P. Nguyễn Trãi",107.981965531186,14.3414799791506
Kon Tum,62,Kon Tum,608,P. Quang Trung,23281,"Kon Tum,Kon Tum,P. Quang Trung",107.9952801619,14.3568567016051
Kon Tum,62,Kon Tum,608,P. Quyết Thắng,23287,"Kon Tum,Kon Tum,P. Quyết Thắng",108.000750615214,14.349400868282899
Kon Tum,62,Kon Tum,608,P. Thắng Lợi,23293,"Kon Tum,Kon Tum,P. Thắng Lợi",108.024935587158,14.351697535165801
Kon Tum,62,Kon Tum,608,P. Thống Nhất,23299,"Kon Tum,Kon Tum,P. Thống Nhất",108.012063558528,14.3384343380639
Kon Tum,62,Kon Tum,608,P. Trần Hưng Đạo,23308,"Kon Tum,Kon Tum,P. Trần Hưng Đạo",107.987514287656,14.304954044042098
Kon Tum,62,Kon Tum,608,P. Trường Chinh,23290,"Kon Tum,Kon Tum,P. Trường Chinh",108.018224895833,14.37010860839
Kon Tum,62,Kon Tum,608,Vinh Quang,23320,"Kon Tum,Kon Tum,Vinh Quang",107.965254219144,14.378604036694801
Kon Tum,62,Ngọc Hồi,611,Đắk Ang,23380,"Kon Tum,Ngọc Hồi,Đắk Ang",107.74287424827101,14.8729354941073
Kon Tum,62,Ngọc Hồi,611,Đắk Dục,23383,"Kon Tum,Ngọc Hồi,Đắk Dục",107.635341557889,14.837229105255599
Kon Tum,62,Ngọc Hồi,611,Đắk Kan,23392,"Kon Tum,Ngọc Hồi,Đắk Kan",107.699834470812,14.638231613383901
Kon Tum,62,Ngọc Hồi,611,Đắk Nông,23386,"Kon Tum,Ngọc Hồi,Đắk Nông",107.620563937737,14.78938285944
Kon Tum,62,Ngọc Hồi,611,Đắk Xú,23389,"Kon Tum,Ngọc Hồi,Đắk Xú",107.609025087988,14.738763452435
Kon Tum,62,Ngọc Hồi,611,Pờ Y,23395,"Kon Tum,Ngọc Hồi,Pờ Y",107.584592660525,14.666860895845199
Kon Tum,62,Ngọc Hồi,611,Sa Loong,23398,"Kon Tum,Ngọc Hồi,Sa Loong",107.600486180217,14.5741839279611
Kon Tum,62,Ngọc Hồi,611,TT. Plei Cần,23377,"Kon Tum,Ngọc Hồi,TT. Plei Cần",107.698749858897,14.707590523193
Kon Tum,62,Sa Thầy,616,Hơ Moong,23534,"Kon Tum,Sa Thầy,Hơ Moong",107.840488124922,14.4951972248825
Kon Tum,62,Sa Thầy,616,Mô Rai,23536,"Kon Tum,Sa Thầy,Mô Rai",107.588264352262,14.358277223709303
Kon Tum,62,Sa Thầy,616,Rờ Kơi,23530,"Kon Tum,Sa Thầy,Rờ Kơi",107.670981853449,14.512894936320901
Kon Tum,62,Sa Thầy,616,Sa Bình,23545,"Kon Tum,Sa Thầy,Sa Bình",107.853210177501,14.369075645093801
Kon Tum,62,Sa Thầy,616,Sa Nghĩa,23542,"Kon Tum,Sa Thầy,Sa Nghĩa",107.835214020178,14.4263577181265
Kon Tum,62,Sa Thầy,616,Sa Nhơn,23533,"Kon Tum,Sa Thầy,Sa Nhơn",107.784222161404,14.4651244987223
Kon Tum,62,Sa Thầy,616,Sa Sơn,23539,"Kon Tum,Sa Thầy,Sa Sơn",107.744279413577,14.411195590129001
Kon Tum,62,Sa Thầy,616,TT. Sa Thầy,23527,"Kon Tum,Sa Thầy,TT. Sa Thầy",107.79378512738501,14.403293533498099
Kon Tum,62,Sa Thầy,616,Ya Ly,23554,"Kon Tum,Sa Thầy,Ya Ly",107.83221873810899,14.322491704985099
Kon Tum,62,Sa Thầy,616,Ya Tăng,23551,"Kon Tum,Sa Thầy,Ya Tăng",107.757760564234,14.269279891303402
Kon Tum,62,Sa Thầy,616,Ya Xiêr,23548,"Kon Tum,Sa Thầy,Ya Xiêr",107.772134483678,14.345840318832
Kon Tum,62,Tu Mơ Rông,617,Đắk Hà,23425,"Kon Tum,Tu Mơ Rông,Đắk Hà",107.953364875856,14.7967605988121
Kon Tum,62,Tu Mơ Rông,617,Đắk Na,23407,"Kon Tum,Tu Mơ Rông,Đắk Na",107.843408741052,14.9796521739075
Kon Tum,62,Tu Mơ Rông,617,Đắk Rơ Ông,23417,"Kon Tum,Tu Mơ Rông,Đắk Rơ Ông",107.87200229209499,14.8702405139395
Kon Tum,62,Tu Mơ Rông,617,Đắk Sao,23416,"Kon Tum,Tu Mơ Rông,Đắk Sao",107.829316338494,14.9063577508122
Kon Tum,62,Tu Mơ Rông,617,Đắk Tơ Kan,23419,"Kon Tum,Tu Mơ Rông,Đắk Tơ Kan",107.872145745157,14.8289463232169
Kon Tum,62,Tu Mơ Rông,617,Măng Ri,23410,"Kon Tum,Tu Mơ Rông,Măng Ri",107.920889485212,14.9696700199019
Kon Tum,62,Tu Mơ Rông,617,Ngọk Lây,23404,"Kon Tum,Tu Mơ Rông,Ngọk Lây",108.000979775925,14.9692145593729
Kon Tum,62,Tu Mơ Rông,617,Ngọk Yêu,23413,"Kon Tum,Tu Mơ Rông,Ngọk Yêu",108.09526823342699,14.8653014147922
Kon Tum,62,Tu Mơ Rông,617,Tê Xăng,23446,"Kon Tum,Tu Mơ Rông,Tê Xăng",107.942858061426,14.9233010789155
Kon Tum,62,Tu Mơ Rông,617,Tu Mơ Rông,23422,"Kon Tum,Tu Mơ Rông,Tu Mơ Rông",107.984326273822,14.854699237529399
Kon Tum,62,Tu Mơ Rông,617,Văn Xuôi,23449,"Kon Tum,Tu Mơ Rông,Văn Xuôi",108.04918336006901,14.9136925724662
Lâm Đồng,68,Bảo Lâm,680,B' Lá,25069,"Lâm Đồng,Bảo Lâm,B' Lá",107.743400045537,11.7038104051256
Lâm Đồng,68,Bảo Lâm,680,Lộc An,25084,"Lâm Đồng,Bảo Lâm,Lộc An",107.90600147414699,11.550362080063
Lâm Đồng,68,Bảo Lâm,680,Lộc Bắc,25066,"Lâm Đồng,Bảo Lâm,Lộc Bắc",107.59653994606899,11.7341442742753
Lâm Đồng,68,Bảo Lâm,680,Lộc Bảo,25057,"Lâm Đồng,Bảo Lâm,Lộc Bảo",107.692728739872,11.819333444445501
Lâm Đồng,68,Bảo Lâm,680,Lộc Đức,25081,"Lâm Đồng,Bảo Lâm,Lộc Đức",107.915160028745,11.6268683789133
Lâm Đồng,68,Bảo Lâm,680,Lộc Lâm,25060,"Lâm Đồng,Bảo Lâm,Lộc Lâm",107.81721910570299,11.815325948611
Lâm Đồng,68,Bảo Lâm,680,Lộc Nam,25093,"Lâm Đồng,Bảo Lâm,Lộc Nam",107.863947069089,11.3950596101251
Lâm Đồng,68,Bảo Lâm,680,Lộc Ngãi,25072,"Lâm Đồng,Bảo Lâm,Lộc Ngãi",107.88885397874,11.6621934207386
Lâm Đồng,68,Bảo Lâm,680,Lộc Phú,25063,"Lâm Đồng,Bảo Lâm,Lộc Phú",107.86608050097799,11.751090144814698
Lâm Đồng,68,Bảo Lâm,680,Lộc Quảng,25075,"Lâm Đồng,Bảo Lâm,Lộc Quảng",107.777179878339,11.635432643115099
Lâm Đồng,68,Bảo Lâm,680,Lộc Tân,25078,"Lâm Đồng,Bảo Lâm,Lộc Tân",107.709135399778,11.5942612659986
Lâm Đồng,68,Bảo Lâm,680,Lộc Thanh,25090,"Lâm Đồng,Bảo Lâm,Lộc Thanh",107.81249503368099,11.448391211871199
Lâm Đồng,68,Bảo Lâm,680,Tân Lạc,25087,"Lâm Đồng,Bảo Lâm,Tân Lạc",107.868215808404,11.4789648184659
Lâm Đồng,68,Bảo Lâm,680,TT. Lộc Thắng,25054,"Lâm Đồng,Bảo Lâm,TT. Lộc Thắng",107.82664566907101,11.6730085096782
Lâm Đồng,68,Bảo Lộc,673,Đại Lào,24844,"Lâm Đồng,Bảo Lộc,Đại Lào",107.748108578374,11.477757126815698
Lâm Đồng,68,Bảo Lộc,673,Đạm Bri,24832,"Lâm Đồng,Bảo Lộc,Đạm Bri",107.769936618988,11.607851446467901
Lâm Đồng,68,Bảo Lộc,673,Lộc Châu,24841,"Lâm Đồng,Bảo Lộc,Lộc Châu",107.767915740565,11.5120937535769
Lâm Đồng,68,Bảo Lộc,673,Lộc Nga,24838,"Lâm Đồng,Bảo Lộc,Lộc Nga",107.862482329542,11.5286348479752
Lâm Đồng,68,Bảo Lộc,673,Lộc Thanh,24835,"Lâm Đồng,Bảo Lộc,Lộc Thanh",107.86200859571,11.5675412448489
Lâm Đồng,68,Bảo Lộc,673,P. 1,24823,"Lâm Đồng,Bảo Lộc,P. 1",107.815419619739,11.554463262971401
Lâm Đồng,68,Bảo Lộc,673,P. Lộc Phát,24814,"Lâm Đồng,Bảo Lộc,P. Lộc Phát",107.833683293565,11.581119379054599
