Ngay,Tinh,Huyen,Xa,Kinh Do,Vi Do
12/05/2020,Kiên Giang,Kiên Lương,TT. Kiên Lương,104.61927,10.27093
12/05/2020,Lai Châu,Mường Tè,Pa Ủ,102.61617,22.62571
12/05/2020,Quảng Ninh,Tiên Yên,Yên Than,107.394,21.358
12/05/2020,Hà Nam,Thanh Liêm,Thanh Nghị,105.90023,20.4043
12/05/2020,Bình Phước,Chơn Thành,Minh Thành,106.649,11.451
12/05/2020,Tây Ninh,Tân Châu,Tân Hòa,106.39532,11.62504
12/05/2020,Bình Dương,Phú Giáo,TT. Phước Vĩnh,106.795,11.292
12/05/2020,Long An,Đức Hòa,Đức Hòa Hạ,106.476,10.778
12/05/2020,Điện Biên,Mường Nhé,Huổi Lếch,102.73144,22.1825
11/05/2020,Nghệ An,Kỳ Sơn,Bắc Lý,104.22503,19.61308
11/05/2020,Nghệ An,Kỳ Sơn,Bắc Lý,104.26685,19.57379
11/05/2020,Nghệ An,Kỳ Sơn,Đoọc Mạy,104.17087,19.5606
11/05/2020,Nghệ An,Kỳ Sơn,Đoọc Mạy,104.22556,19.60928
11/05/2020,Nghệ An,Kỳ Sơn,Keng Đu,104.1536,19.62787
11/05/2020,Nghệ An,Kỳ Sơn,Mường Lống,104.36137,19.48561
11/05/2020,Nghệ An,Kỳ Sơn,Mỹ Lý,104.39938,19.62815
11/05/2020,Nghệ An,Kỳ Sơn,Mỹ Lý,104.24485,19.67441
11/05/2020,Nghệ An,Kỳ Sơn,Mỹ Lý,104.40003,19.62442
11/05/2020,Nghệ An,Kỳ Sơn,Mỹ Lý,104.21963,19.65825
11/05/2020,Nghệ An,Kỳ Sơn,Mỹ Lý,104.405,19.623
11/05/2020,Nghệ An,Kỳ Sơn,Mỹ Lý,104.387,19.619
11/05/2020,Nghệ An,Kỳ Sơn,Nậm Cắn,104.15711,19.4493
11/05/2020,Nghệ An,Tương Dương,Mai Sơn,104.46269,19.56507
11/05/2020,Nghệ An,Tương Dương,Mai Sơn,104.46365,19.57406
11/05/2020,Nghệ An,Tương Dương,Mai Sơn,104.4613,19.57252
11/05/2020,Nghệ An,Tương Dương,Mai Sơn,104.459,19.567
11/05/2020,Nghệ An,Tương Dương,Mai Sơn,104.464,19.568
11/05/2020,Nghệ An,Quỳ Hợp,Văn Lợi,105.29302,19.26923
11/05/2020,Nghệ An,Yên Thành,Quang Thành,105.34857,19.05772
11/05/2020,Quảng Nam,Đông Giang,Mà Cooi,107.68863,15.8131
11/05/2020,Quảng Nam,Đông Giang,Mà Cooi,107.706,15.816
11/05/2020,Quảng Nam,Đông Giang,Mà Cooi,107.704,15.801
11/05/2020,Quảng Nam,Đông Giang,Mà Cooi,107.676,15.804
11/05/2020,Quảng Nam,Đông Giang,Mà Cooi,107.709,15.797
11/05/2020,Quảng Nam,Đông Giang,Mà Cooi,107.681,15.8
11/05/2020,Quảng Nam,Đông Giang,Mà Cooi,107.677,15.82
11/05/2020,Quảng Nam,Đông Giang,Mà Cooi,107.713,15.812
11/05/2020,Quảng Nam,Đông Giang,Mà Cooi,107.684,15.815
11/05/2020,Quảng Nam,Tây Giang,Dang,107.576,15.822
11/05/2020,Quảng Nam,Tây Giang,Dang,107.589,15.824
11/05/2020,Quảng Nam,Tam Kỳ,Tam Thăng,108.469,15.62
11/05/2020,Quảng Nam,Nông Sơn,Phước Ninh,107.997,15.707
11/05/2020,Lai Châu,Mường Tè,Nậm Khao,102.6662,22.42037
11/05/2020,Lai Châu,Mường Tè,Nậm Khao,102.67107,22.42128
11/05/2020,Lai Châu,Mường Tè,Tà Tổng,102.50613,22.37637
11/05/2020,Lai Châu,Phong Thổ,Mù Sang,103.29113,22.64563
11/05/2020,Lai Châu,Phong Thổ,Nậm Xe,103.51495,22.55785
11/05/2020,Lai Châu,Phong Thổ,Nậm Xe,103.51705,22.55834
11/05/2020,Lai Châu,Sìn Hồ,Phăng Sô Lin,103.30199,22.36391
11/05/2020,Thanh Hoá,Tĩnh Gia,Hải Thượng,105.78657,19.33339
11/05/2020,Thanh Hoá,Tĩnh Gia,Tân Trường,105.65501,19.37888
11/05/2020,Thanh Hoá,Tĩnh Gia,Tân Trường,105.6646,19.35867
11/05/2020,Thanh Hoá,Lang Chánh,Yên Khương,105.027,20.136
11/05/2020,Thanh Hoá,Lang Chánh,Yên Khương,105.035,20.132
11/05/2020,Thanh Hoá,TX. Bỉm Sơn,P. Đông Sơn,105.91386,20.07224
11/05/2020,Bình Thuận,Hàm Thuận Bắc,La Dạ,107.97119,11.26971
11/05/2020,Bình Thuận,Hàm Thuận Bắc,La Dạ,107.9713,11.27086
11/05/2020,Bình Thuận,Hàm Tân,Tân Thắng,107.608,10.674
11/05/2020,Bình Thuận,Hàm Tân,Thắng Hải,107.58,10.627
11/05/2020,Đắk Lắk,Krông Bông,Yang Mao,108.62304,12.3042
11/05/2020,Đắk Lắk,Krông Bông,Yang Mao,108.60979,12.44027
11/05/2020,Đắk Lắk,Ea H'Leo,Ea H'leo,107.99112,13.30821
11/05/2020,Đắk Lắk,M'Đrắk,Ea Trang,108.88,12.635
11/05/2020,Tuyên Quang,Lâm Bình,Xuân Lập,105.13403,22.56493
11/05/2020,Tuyên Quang,Lâm Bình,Xuân Lập,105.131,22.564
11/05/2020,Tuyên Quang,Lâm Bình,Xuân Lập,105.122,22.564
11/05/2020,Tuyên Quang,Lâm Bình,Xuân Lập,105.137,22.566
11/05/2020,Hà Tĩnh,TX. Kỳ Anh,Kỳ Hưng,106.29887,18.0257
11/05/2020,Hà Tĩnh,TX. Kỳ Anh,Kỳ Hưng,106.301,18.019
11/05/2020,Hà Tĩnh,Hương Khê,Hương Xuân,105.68232,18.12223
11/05/2020,Bắc Kạn,Ba Bể,Mỹ Phương,105.835,22.354
11/05/2020,Bắc Kạn,Ba Bể,Mỹ Phương,105.85,22.357
11/05/2020,Bắc Kạn,Chợ Đồn,Xuân Lạc,105.514,22.332
11/05/2020,Quảng Ngãi,Sơn Hà,Sơn Nham,108.572,15.067
11/05/2020,Quảng Ngãi,Nghĩa Hành,Hành Tín Tây,108.742,14.907
11/05/2020,Quảng Ngãi,Ba Tơ,Ba Trang,108.91,14.71099
11/05/2020,Đồng Nai,Long Thành,Phước Bình,107.11474,10.6949
11/05/2020,Đồng Nai,Long Thành,Phước Bình,107.11269,10.69715
11/05/2020,Đồng Nai,Xuân Lộc,Xuân Tâm,107.44,10.801
11/05/2020,Tây Ninh,Trảng Bàng,Hưng Thuận,106.41473,11.15566
11/05/2020,Tây Ninh,Trảng Bàng,Hưng Thuận,106.41353,11.15866
11/05/2020,Tây Ninh,Trảng Bàng,Hưng Thuận,106.41274,11.15441
11/05/2020,Lâm Đồng,Đức Trọng,Hiệp An,108.46642,11.81588
11/05/2020,Lâm Đồng,Đạ Tẻh,Quảng Trị,107.64,11.592
11/05/2020,Sơn La,Sông Mã,Mường Cai,103.72333,20.88563
11/05/2020,Sơn La,Sốp Cộp,Sam Kha,103.39839,21.03613
11/05/2020,Quảng Ninh,Vân Đồn,Vạn Yên,107.54799,21.19624
11/05/2020,Quảng Ninh,Vân Đồn,Vạn Yên,107.54429,21.19567
11/05/2020,Bình Định,An Lão,An Hưng,108.918,14.635
11/05/2020,Bình Định,Tây Sơn,Tây Thuận,108.75941,13.98639
11/05/2020,Long An,Thạnh Hóa,Thủy Tây,106.15169,10.65332
11/05/2020,Long An,Thạnh Hóa,Thủy Tây,106.15352,10.65427
11/05/2020,Bà Rịa-Vũng Tàu,Đất Đỏ,Láng Dài,107.31573,10.49032
11/05/2020,Bà Rịa-Vũng Tàu,Tân Thành,Tân Phước,107.03894,10.5727
11/05/2020,Kiên Giang,Kiên Lương,TT. Kiên Lương,104.61845,10.27378
11/05/2020,Kiên Giang,Kiên Lương,TT. Kiên Lương,104.6181,10.27282
11/05/2020,Hà Giang,Bắc Mê,Minh Sơn,105.193,22.831
11/05/2020,Hà Giang,Bắc Quang,Thượng Bình,105.03815,22.4723
11/05/2020,Quảng Bình,Tuyên Hoá,Đức Hóa,106.20313,17.876
11/05/2020,Quảng Bình,Bố Trạch,Hưng Trạch,106.35826,17.56591
11/05/2020,Điện Biên,Mường Nhé,Huổi Lếch,102.70749,22.16704
11/05/2020,Điện Biên,Nậm Pồ,Vàng Đán,102.76158,21.68488
11/05/2020,Cần Thơ,Q. Cái Răng,P. Phú Thứ,105.81259,9.99482
11/05/2020,Yên Bái,Văn Chấn,Nghĩa Tâm,104.89188,21.35023
11/05/2020,Bắc Giang,Sơn Động,Bồng Am,106.785,21.255
11/05/2020,Ninh Bình,TX. Tam Điệp,P. Nam Sơn,105.8659,20.12895
11/05/2020,Quảng Trị,Đa Krông,Tà Long,106.932,16.579
11/05/2020,Thừa Thiên Huế,Hương Trà,Hương Vinh,107.56475,16.52425
11/05/2020,Đà Nẵng,Q. Liên Chiểu,P. Hòa Hiệp Nam,108.131,16.087
11/05/2020,Ninh Thuận,Bắc Ái,Phước Bình,108.79405,12.08074
11/05/2020,Gia Lai,TX. An Khê,Song An,108.75656,13.98718
11/05/2020,Đồng Tháp,Tháp Mười,Trường Xuân,105.77873,10.64314
11/05/2020,Hà Nội,Đông Anh,Võng La,105.774,21.116
10/05/2020,Quảng Trị,Đa Krông,A Vao,106.96013,16.4163
10/05/2020,Quảng Trị,Đa Krông,A Vao,106.95969,16.4198
10/05/2020,Quảng Trị,Đa Krông,A Vao,106.96054,16.41279
10/05/2020,Quảng Trị,Đa Krông,A Vao,106.94801,16.44394
10/05/2020,Quảng Trị,Đa Krông,A Vao,106.94467,16.38563
10/05/2020,Quảng Trị,Đa Krông,A Vao,106.96387,16.44615
10/05/2020,Quảng Trị,Đa Krông,A Vao,106.92748,16.39031
10/05/2020,Quảng Trị,Đa Krông,A Vao,106.95927,16.44907
10/05/2020,Quảng Trị,Đa Krông,A Vao,106.94458,16.43991
10/05/2020,Quảng Trị,Đa Krông,A Vao,106.94427,16.38913
10/05/2020,Quảng Trị,Đa Krông,A Vao,106.9599,16.4456
10/05/2020,Quảng Trị,Đa Krông,Ba Nang,106.88838,16.5473
10/05/2020,Quảng Trị,Đa Krông,Ba Nang,106.82297,16.57366
10/05/2020,Quảng Trị,Đa Krông,Ba Nang,106.88783,16.55078
10/05/2020,Quảng Trị,Đa Krông,Ba Nang,106.88387,16.55023
10/05/2020,Quảng Trị,Đa Krông,Ba Nang,106.83751,16.55796
10/05/2020,Quảng Trị,Đa Krông,Ba Nang,106.83797,16.58643
10/05/2020,Quảng Trị,Đa Krông,Ba Nang,106.83201,16.56783
10/05/2020,Quảng Trị,Đa Krông,Ba Nang,106.88442,16.54675
10/05/2020,Quảng Trị,Đa Krông,Ba Nang,106.84609,16.55561
10/05/2020,Quảng Trị,Đa Krông,Ba Nang,106.84698,16.5806
10/05/2020,Quảng Trị,Đa Krông,Đa Krông,106.85206,16.689
10/05/2020,Quảng Trị,Đa Krông,Đa Krông,106.85016,16.64607
10/05/2020,Quảng Trị,Đa Krông,Đa Krông,106.80757,16.63304
10/05/2020,Quảng Trị,Đa Krông,Đa Krông,106.81356,16.67292
10/05/2020,Quảng Trị,Đa Krông,Đa Krông,106.82839,16.62529
10/05/2020,Quảng Trị,Đa Krông,Đa Krông,106.8478,16.6884
10/05/2020,Quảng Trị,Đa Krông,Đa Krông,106.85966,16.60727
10/05/2020,Quảng Trị,Đa Krông,Đa Krông,106.84634,16.67397
10/05/2020,Quảng Trị,Đa Krông,Đa Krông,106.84462,16.65951
10/05/2020,Quảng Trị,Đa Krông,Đa Krông,106.79647,16.6244
10/05/2020,Quảng Trị,Đa Krông,Đa Krông,106.84081,16.68031
10/05/2020,Quảng Trị,Đa Krông,Húc Nghì,107.00926,16.47387
10/05/2020,Quảng Trị,Đa Krông,Húc Nghì,107.0098,16.47037
10/05/2020,Quảng Trị,Đa Krông,Húc Nghì,107.02597,16.47263
10/05/2020,Quảng Trị,Đa Krông,Húc Nghì,107.022,16.454
10/05/2020,Quảng Trị,Đa Krông,Hướng Hiệp,106.83649,16.70813
10/05/2020,Quảng Trị,Đa Krông,Tà Long,106.95152,16.53826
10/05/2020,Quảng Trị,Đa Krông,Tà Rụt,107.03325,16.44863
10/05/2020,Quảng Trị,Đa Krông,Tà Rụt,107.0384,16.4422
10/05/2020,Quảng Trị,Đa Krông,Tà Rụt,107.03481,16.43813
10/05/2020,Quảng Trị,Đa Krông,Tà Rụt,107.00396,16.45528
10/05/2020,Quảng Trị,Đa Krông,Tà Rụt,107.03885,16.43869
10/05/2020,Quảng Trị,Đa Krông,Tà Rụt,107.03885,16.4382
10/05/2020,Quảng Trị,Đa Krông,Tà Rụt,107.03754,16.44922
10/05/2020,Quảng Trị,Đa Krông,Tà Rụt,107.03,16.458
10/05/2020,Quảng Trị,Hướng Hóa,Húc,106.79579,16.59464
10/05/2020,Quảng Trị,Hướng Hóa,Hướng Linh,106.709,16.712
10/05/2020,Quảng Trị,Hướng Hóa,Hướng Linh,106.7412,16.71584
10/05/2020,Quảng Trị,Hướng Hóa,Hướng Linh,106.74109,16.71768
10/05/2020,Quảng Trị,Hướng Hóa,Hướng Lộc,106.69881,16.5667
10/05/2020,Quảng Trị,Hướng Hóa,Hướng Sơn,106.6998,16.83373
10/05/2020,Quảng Trị,Hướng Hóa,Hướng Sơn,106.69942,16.83721
10/05/2020,Quảng Trị,Hướng Hóa,Hướng Sơn,106.65838,16.80858
10/05/2020,Quảng Trị,Hướng Hóa,Hướng Sơn,106.65443,16.80802
10/05/2020,Quảng Trị,Cam Lộ,Cam Chính,106.9319,16.7038
10/05/2020,Quảng Trị,Cam Lộ,Cam Tuyền,106.85168,16.80414
10/05/2020,Quảng Trị,Vĩnh Linh,Vĩnh Hà,106.858,16.971
10/05/2020,Quảng Trị,Gio Linh,Linh Thượng,106.79987,16.8217
10/05/2020,Quảng Nam,Bắc Trà My,Trà Bui,108.03822,15.35936
10/05/2020,Quảng Nam,Bắc Trà My,Trà Bui,108.09296,15.39661
10/05/2020,Quảng Nam,Bắc Trà My,Trà Bui,108.10505,15.3612
10/05/2020,Quảng Nam,Bắc Trà My,Trà Bui,108.09829,15.34543
10/05/2020,Quảng Nam,Bắc Trà My,Trà Bui,108.03442,15.35513
10/05/2020,Quảng Nam,Bắc Trà My,Trà Bui,108.09114,15.39302
10/05/2020,Quảng Nam,Bắc Trà My,Trà Bui,108.08949,15.39242
10/05/2020,Quảng Nam,Bắc Trà My,Trà Bui,108.03889,15.35576
10/05/2020,Quảng Nam,Bắc Trà My,Trà Bui,108.03078,15.35094
10/05/2020,Quảng Nam,Bắc Trà My,Trà Bui,108.10079,15.36061
10/05/2020,Quảng Nam,Bắc Trà My,Trà Bui,108.03763,15.36298
10/05/2020,Quảng Nam,Bắc Trà My,Trà Bui,108.09459,15.3972
10/05/2020,Quảng Nam,Bắc Trà My,Trà Bui,108.10927,15.37638
10/05/2020,Quảng Nam,Bắc Trà My,Trà Đốc,108.12748,15.36058
10/05/2020,Quảng Nam,Bắc Trà My,Trà Đốc,108.16157,15.34294
10/05/2020,Quảng Nam,Bắc Trà My,Trà Đốc,108.1169,15.37902
10/05/2020,Quảng Nam,Bắc Trà My,Trà Kót,108.41064,15.34285
10/05/2020,Quảng Nam,Bắc Trà My,Trà Nú,108.33341,15.33628
10/05/2020,Quảng Nam,Bắc Trà My,Trà Nú,108.324,15.32
10/05/2020,Quảng Nam,Bắc Trà My,Trà Nú,108.335,15.324
10/05/2020,Quảng Nam,Bắc Trà My,Trà Nú,108.34,15.317
10/05/2020,Quảng Nam,Đông Giang,A Ting,107.83836,15.95628
10/05/2020,Quảng Nam,Đông Giang,A Ting,107.84277,15.9532
10/05/2020,Quảng Nam,Đông Giang,A Ting,107.853,15.969
10/05/2020,Quảng Nam,Đông Giang,Ba,107.87785,15.9617
10/05/2020,Quảng Nam,Đông Giang,Ba,107.915,15.958
10/05/2020,Quảng Nam,Đông Giang,Mà Cooi,107.64685,15.85874
10/05/2020,Quảng Nam,Đông Giang,Mà Cooi,107.69968,15.80032
10/05/2020,Quảng Nam,Đông Giang,Mà Cooi,107.69362,15.81046
10/05/2020,Quảng Nam,Đông Giang,Mà Cooi,107.65205,15.85582
10/05/2020,Quảng Nam,Đông Giang,Sông Kôn,107.72613,15.93857
10/05/2020,Quảng Nam,Đông Giang,Sông Kôn,107.72141,15.93675
10/05/2020,Quảng Nam,Đông Giang,Sông Kôn,107.71854,15.93764
10/05/2020,Quảng Nam,Đông Giang,Sông Kôn,107.725,15.945
10/05/2020,Quảng Nam,Đông Giang,Tư,107.88954,16.04165
10/05/2020,Quảng Nam,Hiệp Đức,Phước Gia,108.09769,15.483
10/05/2020,Quảng Nam,Hiệp Đức,Phước Gia,108.0985,15.4794
10/05/2020,Quảng Nam,Hiệp Đức,Phước Gia,108.08268,15.49578
10/05/2020,Quảng Nam,Hiệp Đức,Phước Trà,108.09396,15.40082
10/05/2020,Quảng Nam,Hiệp Đức,Quế Thọ,108.137,15.618
10/05/2020,Quảng Nam,Tây Giang,Dang,107.60069,15.79767
10/05/2020,Quảng Nam,Tây Giang,Dang,107.58266,15.83155
10/05/2020,Quảng Nam,Tây Giang,Dang,107.55879,15.81731
10/05/2020,Quảng Nam,Tây Giang,Dang,107.60043,15.80128
10/05/2020,Quảng Nam,Phước Sơn,Phước Năng,107.74406,15.37897
10/05/2020,Quảng Nam,Phước Sơn,Phước Năng,107.74362,15.38256
10/05/2020,Quảng Nam,Phước Sơn,Phước Xuân,107.82177,15.54121
10/05/2020,Quảng Nam,Tiên Phước,Tiên An,108.30158,15.40702
10/05/2020,Quảng Nam,Tiên Phước,Tiên An,108.30205,15.40333
10/05/2020,Quảng Nam,Nam Trà My,Trà Don,108.10995,15.09094
10/05/2020,Quảng Nam,Nam Trà My,Trà Dơn,108.08413,15.25082
10/05/2020,Quảng Nam,Nam Giang,Laêê,107.36726,15.62503
10/05/2020,Quảng Nam,Đại Lộc,Đại Sơn,107.8329,15.82217
10/05/2020,Quảng Nam,Núi Thành,Tam Hiệp,108.611,15.45
10/05/2020,Quảng Nam,Thăng Bình,Bình Trung,108.39464,15.66383
10/05/2020,Quảng Ngãi,Trà Bồng,Trà Bùi,108.5158,15.13657
10/05/2020,Quảng Ngãi,Trà Bồng,Trà Bùi,108.50312,15.15522
10/05/2020,Quảng Ngãi,Trà Bồng,Trà Bùi,108.51189,15.13749
10/05/2020,Quảng Ngãi,Trà Bồng,Trà Lâm,108.43427,15.2349
10/05/2020,Quảng Ngãi,Trà Bồng,Trà Lâm,108.43928,15.21069
10/05/2020,Quảng Ngãi,Trà Bồng,Trà Lâm,108.4334,15.23252
10/05/2020,Quảng Ngãi,Trà Bồng,Trà Thủy,108.5312,15.27434
10/05/2020,Quảng Ngãi,Sơn Hà,Sơn Thành,108.53583,15.06676
10/05/2020,Quảng Ngãi,Sơn Hà,Sơn Thành,108.5404,15.06577
10/05/2020,Quảng Ngãi,Sơn Hà,Sơn Thành,108.54021,15.06829
10/05/2020,Quảng Ngãi,Sơn Hà,Sơn Thành,108.53772,15.07281
10/05/2020,Quảng Ngãi,Sơn Hà,Sơn Thượng,108.42603,14.98233
10/05/2020,Quảng Ngãi,Sơn Hà,Sơn Thủy,108.50747,14.92941
10/05/2020,Quảng Ngãi,Tây Trà,Trà Nham,108.48124,15.20515
10/05/2020,Quảng Ngãi,Tây Trà,Trà Nham,108.464,15.186
10/05/2020,Quảng Ngãi,Tây Trà,Trà Phong,108.3767,15.17951
10/05/2020,Quảng Ngãi,Tây Trà,Trà Thanh,108.31433,15.27507
10/05/2020,Quảng Ngãi,Tây Trà,Trà Thọ,108.41495,15.13208
10/05/2020,Quảng Ngãi,Sơn Tây,Sơn Bua,108.29311,15.05313
10/05/2020,Quảng Ngãi,Sơn Tây,Sơn Tinh,108.4623,14.90998
10/05/2020,Quảng Ngãi,Sơn Tây,Sơn Tinh,108.42975,14.90917
10/05/2020,Quảng Ngãi,Sơn Tây,Sơn Tinh,108.46374,14.91225
10/05/2020,Quảng Ngãi,Sơn Tây,Sơn Tinh,108.46185,14.91368
10/05/2020,Quảng Ngãi,Ba Tơ,Ba Trang,108.906,14.709
10/05/2020,Quảng Ngãi,Ba Tơ,Ba Trang,108.77416,14.68079
10/05/2020,Quảng Ngãi,Ba Tơ,Ba Xa,108.56249,14.63311
10/05/2020,Quảng Ngãi,Bình Sơn,Bình Đông,108.79907,15.37222
10/05/2020,Gia Lai,Chư Prông,Ia Boòng,107.87592,13.7249
10/05/2020,Gia Lai,Chư Prông,Ia Piơr,107.86841,13.43449
10/05/2020,Gia Lai,Chư Prông,Ia Púch,107.71329,13.59574
10/05/2020,Gia Lai,Chư Prông,Ia Púch,107.71729,13.59632
10/05/2020,Gia Lai,Chư Prông,Ia Púch,107.72128,13.59689
10/05/2020,Gia Lai,Chư Prông,Ia Púch,107.71278,13.59925
10/05/2020,Gia Lai,Chư Prông,Ia Púch,107.72078,13.6004
10/05/2020,Gia Lai,Chư Prông,Ia Púch,107.71677,13.59982
10/05/2020,Gia Lai,Krông Pa,Chư Rcăm,108.73763,13.332
10/05/2020,Gia Lai,Krông Pa,Ia Mlah,108.75933,13.27502
10/05/2020,Gia Lai,Krông Pa,Ia Mlah,108.74709,13.29207
10/05/2020,Gia Lai,Krông Pa,Ia RMok,108.59615,13.08513
10/05/2020,Gia Lai,Krông Pa,Krông Năng,108.63252,13.01594
10/05/2020,Gia Lai,Kông Chro,Đăk Song,108.77645,13.58939
10/05/2020,Gia Lai,Kông Chro,Đăk Tơ Pang,108.58345,13.85234
10/05/2020,Gia Lai,Kông Chro,Đăk Tơ Pang,108.5825,13.85318
10/05/2020,Gia Lai,Kông Chro,Ya ma,108.55604,13.78968
10/05/2020,Gia Lai,Đức Cơ,Ia Nan,107.55261,13.74937
10/05/2020,Gia Lai,Đức Cơ,Ia Nan,107.55202,13.75285
10/05/2020,Gia Lai,Ia Grai,Ia Chia,107.50266,13.87531
10/05/2020,Gia Lai,Ia Grai,Ia Chia,107.51096,13.87293
10/05/2020,Gia Lai,TX. AYun Pa,Ia Rtô,108.47459,13.34712
10/05/2020,Gia Lai,TX. AYun Pa,Ia Rtô,108.48165,13.35921
10/05/2020,Gia Lai,Ia Pa,Ia Tul,108.61945,13.44495
10/05/2020,Gia Lai,Mang Yang,Kon Thụp,108.30359,13.87692
10/05/2020,Khánh Hòa,Khánh Vĩnh,Khánh Nam,108.92387,12.31546
10/05/2020,Khánh Hòa,Khánh Vĩnh,Khánh Nam,108.92912,12.31439
10/05/2020,Khánh Hòa,Khánh Vĩnh,Khánh Nam,108.92172,12.31664
10/05/2020,Khánh Hòa,Khánh Vĩnh,Khánh Trung,108.78288,12.4087
10/05/2020,Khánh Hòa,Khánh Vĩnh,Khánh Trung,108.78334,12.40505
10/05/2020,Khánh Hòa,Khánh Vĩnh,Khánh Trung,108.92657,12.32126
10/05/2020,Khánh Hòa,Khánh Vĩnh,Khánh Trung,108.93009,12.31792
10/05/2020,Khánh Hòa,Khánh Vĩnh,Khánh Trung,108.93049,12.32102
10/05/2020,Khánh Hòa,Khánh Vĩnh,Khánh Trung,108.92513,12.32211
10/05/2020,Khánh Hòa,Khánh Vĩnh,Khánh Trung,108.92474,12.31904
10/05/2020,Khánh Hòa,Khánh Vĩnh,Khánh Trung,108.92605,12.32568
10/05/2020,Khánh Hòa,Khánh Vĩnh,Khánh Trung,108.933,12.327
10/05/2020,Khánh Hòa,Khánh Vĩnh,Khánh Trung,108.92793,12.31595
10/05/2020,Khánh Hòa,Khánh Vĩnh,Khánh Trung,108.931,12.318
10/05/2020,Khánh Hòa,Cam Lâm,Cam An Nam,109.13033,12.0075
10/05/2020,Khánh Hòa,Cam Lâm,Cam An Nam,109.1252,12.00468
10/05/2020,Khánh Hòa,Cam Lâm,Cam Hiệp Nam,109.13213,12.01037
10/05/2020,Khánh Hòa,Cam Lâm,Cam Hiệp Nam,109.12589,12.01167
10/05/2020,Khánh Hòa,Cam Lâm,Cam Hiệp Nam,109.12846,12.0112
10/05/2020,Khánh Hòa,Cam Lâm,Cam Hiệp Nam,109.129,12.013
10/05/2020,Khánh Hòa,Cam Lâm,Cam Hiệp Nam,109.12596,12.01113
10/05/2020,Thừa Thiên Huế,Hương Trà,Bình Điền,107.49555,16.32987
10/05/2020,Thừa Thiên Huế,Hương Trà,Bình Điền,107.4975,16.33538
10/05/2020,Thừa Thiên Huế,Hương Trà,Hương Phong,107.60107,16.55559
10/05/2020,Thừa Thiên Huế,Hương Trà,Hương Toàn,107.55025,16.51571
10/05/2020,Thừa Thiên Huế,Hương Trà,Hương Toàn,107.54443,16.52589
10/05/2020,Thừa Thiên Huế,Hương Trà,Hương Vinh,107.55453,16.51628
10/05/2020,Thừa Thiên Huế,Hương Trà,Hương Vinh,107.55825,16.52045
10/05/2020,Thừa Thiên Huế,Hương Trà,Hương Xuân,107.50141,16.5237
10/05/2020,Thừa Thiên Huế,TX. Hương Thủy,P. Thủy Phương,107.64805,16.43975
10/05/2020,Thừa Thiên Huế,TX. Hương Thủy,P. Thủy Phương,107.64751,16.44335
10/05/2020,Thừa Thiên Huế,TX. Hương Thủy,Thuỷ Thanh,107.64647,16.45055
10/05/2020,Thừa Thiên Huế,Quảng Điền,Quảng Phú,107.48713,16.5327
10/05/2020,Thừa Thiên Huế,Quảng Điền,Quảng Vinh,107.5126,16.56541
10/05/2020,Thừa Thiên Huế,Phú Lộc,Lộc Bổn,107.76012,16.35801
10/05/2020,Thừa Thiên Huế,Phú Lộc,Lộc Thủy,107.925,16.246
10/05/2020,Thừa Thiên Huế,Phú Vang,Phú Thanh,107.61174,16.54237
10/05/2020,Thừa Thiên Huế,Nam Đông,Hương Hữu,107.66058,16.14362
10/05/2020,Đắk Lắk,M'Đrắk,Cư M'ta,108.80952,12.68015
10/05/2020,Đắk Lắk,M'Đrắk,Cư San,108.76035,12.58755
10/05/2020,Đắk Lắk,M'Đrắk,Ea Lai,108.71448,12.8564
10/05/2020,Đắk Lắk,M'Đrắk,Ea Trang,108.862,12.558
10/05/2020,Đắk Lắk,M'Đrắk,Ea Trang,108.855,12.566
10/05/2020,Đắk Lắk,M'Đrắk,Ea Trang,108.876,12.57
10/05/2020,Đắk Lắk,M'Đrắk,Ea Trang,108.86314,12.60911
10/05/2020,Đắk Lắk,M'Đrắk,Ea Trang,108.79597,12.63854
10/05/2020,Đắk Lắk,M'Đrắk,Ea Trang,108.797,12.641
10/05/2020,Đắk Lắk,Krông Bông,Cư Drăm,108.61009,12.49621
10/05/2020,Đắk Lắk,Krông Bông,Cư Pui,108.6581,12.55102
10/05/2020,Đắk Lắk,Krông Bông,Yang Mao,108.61391,12.33288
10/05/2020,Đắk Lắk,Ea Súp,Cư KBang,107.98814,13.1925
10/05/2020,Đắk Lắk,Ea Súp,Cư M'Lan,108.01302,13.08113
10/05/2020,Đắk Lắk,Lắk,Bông Krang,108.47255,12.32874
10/05/2020,Đắk Lắk,Lắk,Bông Krang,108.47186,12.33231
10/05/2020,Hà Giang,Vị Xuyên,Bạch Ngọc,105.06662,22.54673
10/05/2020,Hà Giang,Vị Xuyên,Bạch Ngọc,105.057,22.5559
10/05/2020,Hà Giang,Vị Xuyên,Bạch Ngọc,105.0566,22.55935
10/05/2020,Hà Giang,Vị Xuyên,Bạch Ngọc,105.06072,22.55992
10/05/2020,Hà Giang,Vị Xuyên,Bạch Ngọc,105.06114,22.55648
10/05/2020,Hà Giang,Vị Xuyên,Bạch Ngọc,105.052,22.559
10/05/2020,Hà Giang,Bắc Quang,Đồng Tiến,105.05138,22.54112
10/05/2020,Hà Giang,Bắc Quang,Đức Xuân,105.0001,22.33927
10/05/2020,Hà Giang,Bắc Quang,Thượng Bình,105.04092,22.4736
